epoch,learning_rate,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1
0,9.140576474687265e-06,0.5392262456492131,0.7943758368492126,0.5069053769111633,0.5228861570358276,0.5147717595100403,0.4290693020142403,0.8204706907272339,0.565055787563324,0.41873279213905334,0.4810126721858978
1,6.890576474687264e-06,0.48258099901290447,0.818892240524292,0.5610411763191223,0.6055929064750671,0.5824663639068604,0.43526326853545544,0.8073344230651855,0.5199999809265137,0.39393940567970276,0.4482758641242981
2,4.109423525312737e-06,0.4579709468894453,0.8317145109176636,0.5895586013793945,0.636063814163208,0.6119289398193359,0.4185233752628385,0.8221127390861511,0.5719696879386902,0.41597795486450195,0.4816586971282959
3,1.8594235253127369e-06,0.436953276546679,0.8393913507461548,0.6058252453804016,0.6584883332252502,0.631060004234314,0.4072364456544037,0.8160919547080994,0.5389049053192139,0.5151515007019043,0.5267605185508728
4,1e-06,0.4292137554083893,0.8437938690185547,0.6170395612716675,0.6620498895645142,0.638752818107605,0.408276146819868,0.8243021368980408,0.5514705777168274,0.6198347210884094,0.5836575627326965
